target_year,n_days,n_stocks,RankIC_mean,RankIC_std,RankIC_IR,RankIC_pos_ratio,RankIC_tstat,PearsonIC_mean,PearsonIC_std,PearsonIC_IR
2025,243,3017,-0.004130428676038564,0.03871604378535921,-0.1066851673194162,0.45267489711934156,-1.6630576014533973,-0.0021001710408819116,0.03164490166075056,-0.06636678475821978
