quintile,annual_return,annual_vol,sharpe,max_drawdown,cum_return,daily_mean_bps
1,0.45412594929437256,0.19211466859812637,2.2336969499816615,-0.16672043557130056,0.4290309447110434,15.483255109453845
2,0.44405089862547076,0.22436630094719237,1.8677087283446367,-0.19234164406489385,0.4091364179198633,15.195512348874667
3,0.47603044343349055,0.21007019536848318,2.147046336784426,-0.1876249244983509,0.445218970210693,16.102055347775725
4,0.4760588374300605,0.2026954248428312,2.225303495526891,-0.17510358337663923,0.4475350202732802,16.102851526238197
5,0.4307479211402878,0.20398294942700912,1.9891266514188526,-0.17162702233830018,0.4024827022481925,14.812502223631988
