date,rank_ic
2025-06-25,0.07884005227396694
2025-06-26,-0.06271249797728408
2025-06-27,-0.009555225587476025
2025-06-30,-0.00851757493537139
2025-07-01,-0.016451350915026815
2025-07-02,-0.006384953563817947
2025-07-03,-0.01594594055103685
2025-07-04,0.019405280480331154
2025-07-07,-0.04515235175320151
2025-07-08,-0.0011019296861871602
2025-07-09,-0.0023651331954996266
2025-07-10,-0.03423971838565527
2025-07-11,0.032831595232674204
2025-07-14,-0.0015346448548793018
2025-07-15,0.026645961556502052
2025-07-16,0.025811739934156242
2025-07-17,-0.01633649939472061
2025-07-18,-0.06379506958623697
2025-07-21,0.014907092457534004
2025-07-22,0.021882223747149432
2025-07-23,0.046054720229245644
2025-07-24,0.03059429527082969
2025-07-25,-0.012690728896108639
2025-07-28,-0.058015295805459985
2025-07-29,0.0329103911157152
2025-07-30,-0.02373423792280111
2025-07-31,0.02333923434960657
2025-08-01,-0.031462399407838786
2025-08-04,0.0007053455984405205
2025-08-05,-0.0204857664924888
2025-08-06,-0.0015021000060753225
2025-08-07,-0.04285654778896188
2025-08-08,-0.033440917253476775
2025-08-11,-0.01712345100962075
2025-08-12,0.04507496622976827
2025-08-13,0.06050141941293479
2025-08-14,0.028299977070526353
2025-08-15,0.055170332391966184
2025-08-18,0.001091437230054311
2025-08-19,-0.037059700966220174
2025-08-20,0.03504761924173177
2025-08-21,-0.02154864205359426
2025-08-22,0.03920714066989587
2025-08-25,0.0182382690990056
2025-08-26,-0.039840494343599014
2025-08-27,0.038364814142647995
2025-08-28,-0.01600675681427149
2025-08-29,0.015011853845354976
2025-09-01,-0.03817029571636794
2025-09-02,-0.016103144854415868
2025-09-03,0.0522517537208469
2025-09-04,-0.03396807964906162
2025-09-05,0.015974014663595038
2025-09-08,-0.004262524250220439
2025-09-09,-0.005879156787008409
2025-09-10,-0.04557676701546331
2025-09-11,0.03897441938895734
2025-09-12,-0.024847767005745088
2025-09-15,-0.005149447071159636
2025-09-16,-0.01142864917892211
2025-09-17,0.06160672732433769
2025-09-18,0.0015406921472345993
2025-09-19,0.032019835144522536
2025-09-22,0.00413889116354808
2025-09-23,0.003228534341357646
2025-09-24,-0.013948940165835012
2025-09-25,0.035415463855927184
2025-09-26,-0.00972560204368437
2025-09-29,-0.0224109457499618
2025-09-30,0.0029898522763664075
2025-10-09,0.008382146659585952
2025-10-10,-0.030340546892231084
2025-10-13,-0.05878714888563301
2025-10-14,-0.00214298003638919
2025-10-15,0.036742031614173096
2025-10-16,0.002942213244552307
2025-10-17,-0.04322893838445187
2025-10-20,-0.04271459333384056
2025-10-21,-0.034975592332390434
2025-10-22,-0.036766704265959634
2025-10-23,0.014391383687508821
2025-10-24,0.03364732244122996
2025-10-27,0.018377249910401648
2025-10-28,-0.009493101105343472
2025-10-29,0.06388011685947467
2025-10-30,-0.002361930042845916
2025-10-31,-0.01510781568061525
2025-11-03,-0.019061084604951168
2025-11-04,-0.03974631948924455
2025-11-05,-0.04090009943330458
2025-11-06,0.05463144120559297
2025-11-07,-0.028903695752632682
2025-11-10,-0.03715012331820733
2025-11-11,-0.07651901176489909
2025-11-12,0.00601479244098642
2025-11-13,-0.07348409181395962
2025-11-14,-0.026817619274675932
2025-11-17,-0.042530151859196806
2025-11-18,0.018051878360432132
2025-11-19,0.042167665237902
2025-11-20,-0.04105744074065902
2025-11-21,0.07066566096113534
2025-11-24,-0.02140582143493957
2025-11-25,-0.027229226827126217
2025-11-26,0.0018380170774737854
2025-11-27,-0.034507352238611885
2025-11-28,0.0006375402392610293
2025-12-01,0.016949514410296216
2025-12-02,-0.044287256336475914
2025-12-03,0.02123126982144428
2025-12-04,0.05590486127940623
2025-12-05,0.004886706846132595
2025-12-08,-0.04024763675035138
2025-12-09,-0.00814097757002998
2025-12-10,0.026280518509622857
2025-12-11,0.04910226639967754
2025-12-12,0.08899192945584013
2025-12-15,-0.02041627432149986
2025-12-16,0.031585291823827036
2025-12-17,0.030393217388044225
2025-12-18,-0.035150621936255684
2025-12-19,-0.08220311007559476
2025-12-22,0.013166281677519799
2025-12-23,0.016262167298403855
2025-12-24,0.012412228209860853
2025-12-25,0.018381683361462963
2025-12-26,0.03581766580671765
2025-12-29,0.02804407508956147
2025-12-30,0.08032305178214735
2025-12-31,0.018881765434581994
